N:	120
M:	2
L:	3
p1j:	74	51	29	59	97	7	19	92	95	72	26	74	37	81	30	33	13	84	40	12	61	36	50	98	13	9	70	36	17	25	71	91	76	81	58	71	65	76	68	64	66	71	40	97	9	43	45	91	56	37	25	21	10	80	66	15	97	89	62	41	75	16	2	58	60	93	15	20	42	11	57	97	50	13	34	5	98	64	74	87	14	68	25	19	74	16	44	74	29	92	10	97	22	57	95	92	6	94	87	83	77	23	59	63	33	67	97	29	39	2	69	87	2	80	44	22	47	78	39	87
p2j:	77	34	73	80	4	42	54	87	25	37	92	1	55	97	68	97	27	5	46	65	28	4	75	98	48	31	51	77	56	72	68	47	11	1	30	6	42	72	36	65	12	97	30	95	51	4	61	14	72	67	7	56	96	65	88	93	21	3	14	10	6	36	51	60	38	47	82	13	50	10	45	38	77	11	95	98	6	24	91	29	17	59	24	58	35	29	4	39	6	88	94	98	14	54	12	6	13	81	84	20	29	73	22	92	30	61	79	51	53	83	81	3	89	96	8	35	5	96	96	18
vl:	1.2	1	0.8
Conv_l:	1.11	1	0.7
IdleConv_i:	0.05	0.05
pi_i:	79	61
S1jk:
25	10	14	30	27	95	22	45	6	32	6	44	28	85	90	56	47	35	71	31	39	87	81	93	47	16	8	93	50	64	22	90	12	24	15	44	86	65	49	44	47	20	47	32	38	98	71	25	60	71	80	11	69	50	65	2	4	63	3	63	21	44	17	80	76	24	33	57	7	71	50	26	49	36	73	49	56	51	31	47	57	94	28	56	59	50	1	11	94	73	91	80	39	64	5	96	31	95	61	47	47	19	28	40	25	7	86	2	54	88	48	85	29	12	79	73	60	35	98	15
6	13	39	85	31	91	14	12	29	15	26	31	81	2	37	78	39	57	49	35	12	65	42	98	35	48	41	43	31	50	95	11	86	59	73	29	38	90	44	81	81	84	37	66	93	7	46	68	47	67	63	82	33	59	71	25	91	36	50	63	2	54	74	87	36	40	23	16	66	24	96	36	38	32	47	68	61	89	78	3	52	37	59	75	23	43	82	38	73	94	42	38	88	9	77	60	33	54	38	75	47	97	19	89	61	15	97	46	19	8	14	34	44	45	11	72	9	58	69	74
91	71	60	75	51	43	55	30	93	95	51	3	19	3	3	82	48	48	70	57	74	59	41	62	20	40	66	63	69	58	46	62	43	82	85	79	87	40	13	40	24	95	63	43	96	53	79	55	27	59	46	63	94	38	93	97	8	98	81	98	27	59	89	65	78	16	34	76	9	6	14	15	95	49	76	4	59	54	82	75	77	32	72	87	7	94	19	6	56	97	43	90	35	92	38	94	2	47	43	74	28	87	43	90	16	77	33	9	66	6	75	25	16	20	68	87	81	5	35	49
25	49	10	57	15	93	57	20	21	19	96	26	13	50	89	90	23	23	12	3	55	84	40	39	87	34	19	99	26	56	62	50	54	34	81	82	65	31	92	92	6	39	37	18	40	32	29	16	12	47	4	14	42	28	11	86	45	62	4	15	46	97	91	54	24	83	37	7	60	36	92	48	48	26	32	10	37	99	46	31	65	84	94	5	33	54	58	29	71	32	55	16	48	72	74	18	15	15	15	1	22	79	20	6	25	2	81	90	3	77	56	73	23	45	23	18	22	59	20	40
93	42	85	30	18	8	4	25	70	33	30	28	39	51	20	35	75	98	53	65	93	88	58	24	79	3	25	18	19	24	91	51	60	54	67	3	22	87	52	6	69	47	15	26	55	75	73	72	32	93	26	45	98	14	68	80	8	62	45	89	35	7	94	8	42	18	60	47	16	34	59	42	79	9	93	76	56	29	84	6	5	91	50	5	37	31	17	70	42	51	79	7	28	49	36	41	89	94	45	76	24	65	93	63	40	94	59	64	87	3	58	69	94	39	74	42	96	26	53	85
9	2	21	2	35	51	2	81	16	74	72	89	47	32	17	28	45	17	57	32	33	99	17	26	67	15	61	92	45	89	15	8	32	83	19	3	32	47	55	29	29	34	35	35	66	64	11	43	69	76	50	27	52	94	91	2	26	10	84	10	17	13	12	47	8	44	10	69	52	57	47	71	89	73	33	25	29	12	70	5	70	49	89	7	35	32	12	92	38	77	28	3	16	54	68	16	87	86	6	72	8	81	23	16	47	68	41	78	45	20	50	68	67	72	76	81	81	98	89	4
13	63	64	71	17	21	84	50	38	81	62	40	58	47	37	40	26	71	3	51	90	54	50	54	24	42	94	3	49	79	80	26	12	17	81	53	38	50	80	91	95	87	38	66	91	31	9	13	33	70	43	34	13	21	11	58	85	95	53	23	67	36	43	63	77	82	79	33	4	40	27	28	51	96	45	36	49	31	51	1	23	71	31	63	53	55	85	27	8	40	54	33	57	47	68	52	59	19	45	12	62	77	79	96	55	2	50	4	61	68	56	14	35	15	42	73	79	97	3	94
88	98	33	65	85	71	48	90	94	91	16	76	12	2	26	19	38	65	14	28	67	70	41	28	3	44	65	93	6	84	27	22	32	53	46	68	90	49	75	37	91	37	90	16	31	78	97	15	67	51	97	74	79	17	49	98	2	84	91	57	47	95	92	93	9	62	72	99	78	33	36	10	83	98	28	65	28	78	91	91	98	55	25	22	20	36	10	91	62	24	79	48	94	29	42	36	80	55	3	54	14	28	74	76	90	23	78	20	62	80	64	77	27	8	50	15	10	49	77	15
25	57	16	42	7	45	89	3	53	45	52	18	35	24	22	41	92	12	71	66	79	98	37	86	9	86	50	80	52	24	76	93	52	58	18	18	73	61	57	57	43	9	37	68	95	75	96	3	86	35	34	30	30	85	92	39	23	29	40	46	14	88	74	13	17	87	4	13	48	78	63	7	23	54	69	54	59	21	38	10	11	39	70	94	39	72	27	87	18	6	6	58	39	22	90	71	48	98	38	76	62	6	90	78	78	75	48	41	3	82	64	4	31	73	17	77	5	23	89	93
57	8	3	51	26	25	57	83	87	20	27	32	82	98	83	93	85	7	25	86	51	90	2	28	25	32	16	50	91	28	36	49	18	85	47	16	84	2	33	83	88	31	50	23	22	6	32	29	60	59	18	12	29	50	74	82	4	7	26	46	90	85	42	39	75	57	4	15	68	90	70	47	59	95	72	80	70	45	55	22	52	59	67	84	82	95	50	40	94	8	27	7	52	56	46	47	4	58	7	3	24	11	97	65	26	96	27	37	35	43	7	91	55	34	46	17	19	40	88	91
37	11	54	45	11	54	39	57	43	54	65	58	96	79	14	54	48	48	43	57	72	96	29	31	67	97	77	50	32	79	12	34	84	66	24	36	35	4	41	33	17	3	67	31	19	76	78	47	60	67	30	76	65	28	50	33	34	85	42	42	61	62	46	75	69	5	40	28	70	41	74	36	49	89	97	24	17	6	45	4	46	6	7	83	66	71	78	56	60	6	37	84	90	99	7	47	36	77	37	59	32	88	64	96	14	89	29	14	20	72	92	98	38	43	39	88	39	75	56	96
2	20	27	96	31	62	87	11	83	2	94	53	15	94	40	32	5	94	92	9	94	8	26	46	62	22	4	61	91	54	20	41	4	27	15	97	75	13	44	46	78	73	94	37	40	92	98	6	79	82	2	70	87	31	29	14	98	31	14	90	6	69	94	78	38	56	53	35	58	96	64	4	22	95	4	89	78	41	65	73	72	6	62	48	40	60	93	62	18	20	14	97	10	25	27	99	39	58	56	93	18	46	46	95	40	4	24	36	51	17	64	95	84	40	29	10	6	62	31	40
11	59	38	73	51	53	57	85	49	75	74	20	83	47	83	10	63	26	64	65	91	11	89	78	71	90	80	9	9	32	3	15	52	91	65	5	60	67	32	40	93	5	18	47	80	19	87	34	21	91	54	46	29	42	57	6	21	57	33	48	66	15	32	11	96	32	16	34	66	84	88	86	8	47	85	18	50	82	14	68	8	96	77	44	14	14	93	92	71	41	45	99	5	43	42	11	54	18	54	65	96	34	79	84	75	14	98	87	24	38	76	76	2	16	4	49	84	64	65	68
75	49	98	68	61	73	49	72	29	92	85	4	23	73	29	67	4	67	72	84	11	10	87	54	16	28	69	66	72	49	76	32	74	8	91	5	42	71	46	87	65	96	52	26	7	37	79	29	78	97	5	65	19	5	86	17	54	95	83	9	23	55	91	10	21	91	71	83	6	77	16	95	50	6	95	81	10	86	46	83	61	66	67	25	63	28	80	27	66	35	61	71	69	98	37	28	69	10	74	81	72	2	5	96	67	10	78	18	30	27	9	30	13	8	13	72	80	95	6	82
17	47	37	87	27	65	81	23	41	13	30	36	18	46	1	96	37	35	77	69	47	10	30	32	36	84	21	45	70	19	60	68	11	47	62	74	91	68	58	58	58	70	7	34	26	90	70	86	98	92	66	33	76	25	91	77	76	76	40	11	7	82	84	24	38	52	21	25	70	69	60	87	85	32	96	36	24	29	46	33	15	42	74	31	81	16	23	56	57	78	50	94	88	37	4	89	47	64	42	90	71	98	24	8	33	2	22	68	40	50	74	52	95	35	3	15	32	13	19	14
31	94	11	19	61	77	37	68	86	97	57	9	26	62	24	86	3	29	89	49	8	97	61	49	65	59	22	9	81	82	78	86	61	29	23	48	28	36	22	28	12	81	5	49	92	75	73	19	6	31	62	15	21	93	44	49	58	65	46	38	30	72	44	91	27	79	15	39	78	87	8	21	88	82	69	88	41	24	66	79	79	85	15	59	13	23	15	80	98	71	90	6	58	37	89	33	28	44	23	76	3	12	4	37	82	91	27	25	70	67	95	46	5	87	33	64	15	57	64	97
79	95	3	59	44	76	19	20	94	57	7	55	71	68	80	80	33	56	85	13	56	90	85	40	24	69	45	92	8	9	51	14	41	75	84	47	94	73	41	35	6	33	10	15	79	14	25	74	93	21	38	34	68	13	54	92	9	27	83	40	42	52	10	77	93	84	38	55	71	67	96	72	72	57	69	9	95	25	1	86	16	79	14	82	42	71	26	11	45	42	49	19	55	47	67	65	1	47	19	86	89	4	16	22	6	49	83	85	23	39	42	90	36	5	27	68	48	67	9	89
31	69	33	52	39	88	2	86	39	16	24	21	31	46	94	43	61	39	94	87	15	73	84	47	56	45	13	4	1	92	89	7	32	79	34	31	96	58	51	12	25	28	36	1	87	70	81	74	89	95	93	8	39	93	61	87	2	33	58	47	54	61	67	48	61	87	64	36	33	2	47	13	44	73	97	63	93	49	10	86	19	72	13	94	46	77	88	28	72	83	23	24	49	51	31	86	87	65	45	8	62	83	25	74	93	89	7	89	11	38	14	86	26	49	16	29	56	64	64	49
