N:	20
M:	2
L:	3
p1j:	35	19	26	79	25	16	57	36	38	32	63	9	53	62	28	72	35	29	95	35
p2j:	17	98	53	24	49	1	62	20	69	31	47	60	63	33	33	96	49	27	25	14
vl:	1.2	1	0.8
Conv_l:	1.28	1	0.65
IdleConv_i:	0.05	0.05
pi_i:	71	72
S1jk:
32	72	36	50	20	91	64	99	70	29	92	37	38	90	33	76	58	82	18	46
66	37	39	82	90	17	27	61	86	7	66	42	53	18	51	74	17	30	86	20
86	2	59	73	29	6	62	13	46	43	79	41	45	21	33	61	67	28	11	36
51	4	7	8	31	34	21	65	85	77	81	44	34	43	43	87	25	52	79	44
89	96	24	44	8	46	38	53	77	35	94	2	40	79	77	93	18	41	81	10
38	90	21	94	87	81	22	63	49	55	38	75	4	68	3	36	89	48	30	23
6	80	61	94	88	25	33	78	96	75	97	87	59	13	51	32	25	28	55	65
59	32	38	47	9	69	47	81	46	12	87	22	77	95	69	73	30	68	39	23
81	21	75	38	58	32	28	40	28	20	41	75	87	33	62	4	67	19	67	76
32	88	90	35	6	47	64	72	51	85	39	63	33	6	24	86	4	44	26	23
78	46	47	15	50	50	22	29	92	27	97	83	4	14	23	76	64	75	32	79
19	70	19	58	86	47	51	10	71	31	25	10	44	46	59	38	29	77	74	6
10	38	34	22	72	26	74	68	18	64	92	36	52	91	30	16	78	25	39	88
44	6	17	98	32	94	91	77	9	70	57	30	13	56	2	21	8	58	3	63
56	25	83	90	51	48	34	58	27	22	63	31	33	29	87	51	17	8	95	41
54	97	37	43	3	21	23	42	11	4	20	15	11	14	94	91	36	35	26	90
37	56	35	76	11	5	86	7	78	69	48	37	22	4	67	49	85	24	45	65
58	8	27	76	51	94	67	78	59	45	70	19	96	97	59	96	54	68	64	8
94	85	12	80	58	10	31	8	16	66	55	41	73	52	70	49	44	73	45	48
45	67	59	86	24	43	59	92	3	57	24	63	63	34	68	15	12	81	59	58
S2jk:
63	61	87	2	98	62	54	70	34	73	53	83	28	69	95	64	63	3	52	63
88	49	7	3	3	5	22	23	55	52	26	76	58	87	10	29	13	5	39	51
97	2	67	54	21	82	37	51	8	27	31	1	29	42	66	69	68	97	34	42
97	76	46	41	25	11	33	87	46	63	15	98	26	13	19	66	87	56	80	38
46	40	30	80	93	50	57	35	16	12	73	2	48	53	94	92	82	88	24	20
97	54	71	38	10	48	39	29	67	29	45	18	43	6	28	58	18	79	13	7
12	8	61	73	63	6	94	63	37	70	15	25	7	41	72	68	58	22	87	76
15	6	22	40	10	75	20	4	17	92	76	24	90	86	11	9	80	87	70	17
70	41	17	62	48	19	63	6	21	45	47	77	84	72	1	46	52	90	1	60
14	69	14	84	65	76	50	9	73	31	28	67	82	65	25	3	82	79	8	96
22	76	89	92	12	61	14	20	21	4	82	14	23	95	49	66	40	68	35	87
3	77	45	91	85	97	35	48	65	90	48	7	41	38	10	2	10	77	43	83
36	83	54	23	28	85	38	19	46	79	21	84	10	62	21	74	97	65	16	12
46	82	92	45	62	92	69	10	5	88	46	82	50	72	90	16	71	2	41	34
62	16	25	41	43	67	64	18	61	62	25	7	30	4	4	87	29	7	58	13
33	98	67	30	69	68	94	64	1	99	72	29	83	24	91	70	72	53	13	57
6	20	17	62	91	14	64	36	97	98	64	72	20	56	59	78	65	58	24	98
19	25	89	38	78	25	41	3	96	38	61	9	27	66	51	94	39	98	79	16
27	25	63	46	84	77	65	43	10	54	4	35	92	78	13	69	18	11	58	15
50	46	54	84	29	3	92	14	59	89	12	94	8	21	67	8	82	90	12	6
