N:	80
M:	2
L:	3
p1j:	45	52	80	45	9	94	64	84	8	58	78	91	93	56	95	31	30	59	68	86	55	56	37	30	55	75	89	8	83	43	4	24	43	35	89	99	41	52	81	35	26	27	19	40	5	5	49	98	77	24	5	33	89	44	20	67	88	19	74	42	54	71	44	48	3	90	53	54	43	83	46	3	90	56	52	57	46	69	60	68
p2j:	67	30	11	64	87	54	74	26	42	13	78	92	29	6	66	56	79	48	94	50	29	81	50	93	97	35	34	52	59	48	98	71	40	97	94	55	30	37	26	57	75	89	74	16	88	10	40	30	80	8	92	30	64	10	26	7	73	27	59	41	57	11	54	87	17	98	90	89	57	58	88	32	57	56	98	45	49	2	15	86
vl:	1.2	1	0.8
Conv_l:	1.25	1	0.55
IdleConv_i:	0.05	0.05
pi_i:	72	71
S1jk:
36	29	25	8	16	48	31	42	15	27	48	7	20	46	38	23	12	1	8	49	42	30	6	28	16	22	14	33	24	40	46	29	44	32	40	30	1	3	22	47	48	25	9	14	48	31	44	15	21	43	22	20	34	46	19	20	18	47	47	15	29	41	19	22	1	9	41	20	6	43	35	4	8	27	7	10	22	9	32	15
46	9	38	6	20	10	46	45	14	38	33	48	42	16	23	21	45	44	9	33	22	40	16	3	4	10	24	31	26	44	11	36	15	40	21	46	27	44	38	27	40	34	17	15	42	22	6	12	6	15	41	33	15	18	18	46	35	8	35	48	32	15	24	4	39	32	15	13	34	16	38	31	8	29	5	4	3	25	16	47
27	1	14	36	13	48	40	3	22	14	29	15	21	25	4	21	18	28	38	1	14	46	45	41	32	13	9	25	49	23	7	27	37	33	43	12	18	27	13	40	19	41	48	44	39	42	35	37	9	11	5	42	41	40	47	26	40	38	28	26	18	45	37	26	45	46	36	22	13	17	17	8	24	15	3	16	39	35	41	47
41	26	17	29	37	31	11	16	49	34	21	30	45	2	26	46	14	40	48	18	9	23	18	33	11	23	20	21	31	23	45	28	35	37	19	34	4	13	3	37	39	12	34	19	20	48	50	36	28	6	43	28	41	1	35	21	8	37	39	43	11	27	33	44	5	25	31	48	36	45	36	33	32	30	49	28	13	48	11	31
7	7	38	19	20	18	41	45	4	5	34	49	10	48	15	49	22	16	39	29	38	18	2	39	31	23	6	35	25	47	21	7	26	23	22	43	25	26	50	48	42	32	39	21	35	37	18	46	19	24	17	25	23	13	10	39	42	18	29	12	29	11	39	42	38	44	36	27	41	21	16	39	24	2	7	34	46	31	17	3
30	24	49	35	39	23	47	6	9	17	15	27	19	28	6	34	3	34	29	15	12	45	12	47	40	7	48	48	16	42	19	49	20	30	39	33	41	46	14	16	13	26	22	34	20	39	46	36	22	46	43	4	5	9	18	44	38	37	46	20	28	40	38	33	27	41	15	32	46	49	15	20	45	32	37	5	37	16	25	5
37	35	3	28	28	48	13	45	45	31	30	12	10	17	16	10	7	49	22	49	38	4	33	6	32	7	4	38	7	10	11	47	28	24	47	27	35	20	2	26	15	45	48	20	40	32	22	19	31	8	9	15	18	7	2	49	36	39	30	45	8	11	9	17	45	5	9	34	3	41	28	32	36	43	44	10	12	4	28	39
45	20	6	40	16	31	31	3	16	25	17	27	31	27	26	25	26	30	45	45	23	45	22	45	33	47	38	22	12	13	26	9	19	1	7	22	23	15	39	32	21	11	39	23	31	26	27	6	47	45	34	32	34	27	28	6	29	44	31	28	15	34	46	30	19	5	12	16	28	32	5	46	29	3	22	19	12	14	32	38
11	42	11	43	11	26	19	14	38	34	2	28	47	34	38	14	43	31	41	25	7	49	4	15	23	50	25	5	43	1	34	22	20	12	26	13	24	49	2	50	21	40	6	21	9	12	20	29	5	20	38	48	38	30	12	29	9	5	49	23	14	27	19	36	23	24	12	28	39	40	29	21	7	30	19	32	21	6	44	35
6	14	18	47	21	45	16	47	3	10	47	28	28	5	14	6	22	6	16	38	6	12	2	28	26	45	45	23	27	19	26	44	34	33	37	35	26	14	3	19	49	39	50	33	18	14	48	25	9	41	3	49	6	21	28	31	17	15	22	3	33	11	46	11	5	22	47	16	32	4	10	6	41	37	2	12	15	35	41	13
13	15	17	50	4	21	42	19	44	33	3	43	4	49	35	8	47	39	26	12	39	39	3	47	29	4	37	21	8	25	17	11	48	21	50	47	29	36	43	5	46	4	38	4	9	22	5	50	30	30	43	46	13	44	11	22	43	6	17	11	12	45	27	7	10	25	20	36	19	31	47	37	8	31	30	15	4	30	41	43
14	37	35	3	22	5	15	45	15	6	1	9	23	24	6	17	42	14	16	3	49	22	21	27	17	45	7	42	14	44	41	4	30	18	50	22	46	14	9	6	28	47	9	4	5	25	16	36	22	25	1	37	41	38	3	8	31	37	27	26	37	39	20	46	42	38	41	26	31	10	24	49	29	18	49	12	29	44	43	20
8	22	20	3	44	20	20	40	36	15	42	11	10	12	19	50	20	28	42	40	31	33	33	40	43	48	21	37	31	49	5	20	44	7	40	20	43	49	12	19	41	3	32	17	36	29	29	39	4	3	17	39	38	31	46	36	46	25	3	22	6	20	29	36	20	45	33	31	1	49	38	24	44	12	14	29	46	39	23	7
10	43	13	17	36	32	14	22	14	13	29	31	8	40	11	20	6	29	19	25	10	37	45	14	19	20	30	8	49	37	3	14	7	26	16	19	44	41	2	34	10	28	11	44	39	2	24	26	18	41	23	44	35	19	23	41	8	4	47	23	29	1	43	33	29	3	46	25	10	24	50	2	48	40	7	38	37	27	19	32
35	39	19	43	46	29	7	32	20	48	20	26	27	31	37	40	49	37	11	37	16	46	41	4	15	33	7	15	2	29	23	3	16	22	21	34	22	27	23	3	43	22	46	29	25	28	45	2	18	15	13	8	46	34	17	33	10	20	12	32	16	32	39	24	20	25	25	13	15	20	2	50	42	22	10	14	2	46	46	43
37	38	43	21	15	41	29	32	5	45	47	7	24	41	37	28	19	49	13	35	42	2	23	37	22	46	2	40	35	45	20	47	14	17	38	8	8	48	39	4	24	45	24	16	28	1	4	19	27	18	17	13	28	40	32	28	41	23	37	13	16	7	34	14	43	30	40	29	46	12	8	33	9	15	46	42	8	5	12	5
20	12	20	39	18	31	16	38	9	16	48	39	42	16	28	9	5	29	24	45	49	33	31	37	33	32	44	32	13	11	2	10	33	23	21	48	7	19	18	48	12	29	25	46	30	46	36	42	32	33	26	44	12	17	41	10	34	4	26	41	27	20	13	38	27	16	31	40	29	41	21	11	6	9	23	34	5	31	9	50
8	49	33	30	13	5	1	18	48	18	26	49	7	19	19	46	24	45	19	29	10	35	22	9	43	15	48	45	33	24	5	5	20	3	4	3	4	40	27	3	16	25	1	16	15	47	31	47	39	2	19	30	37	6	45	5	50	40	25	28	23	36	34	11	13	13	48	45	44	24	48	11	41	36	25	9	9	15	25	14
1	7	20	25	36	42	43	29	38	25	46	19	48	35	26	13	4	27	32	12	14	44	10	31	33	38	11	7	9	44	6	47	49	31	48	5	35	29	3	39	22	36	12	10	9	29	36	26	48	48	24	44	15	42	25	10	12	5	27	44	1	26	50	36	30	33	24	29	33	38	49	31	47	29	2	8	27	38	47	6
46	32	29	31	29	10	44	20	6	28	3	24	35	39	18	26	48	4	47	31	32	45	41	19	46	50	12	6	45	19	43	13	39	45	14	23	34	37	38	29	26	42	14	18	44	11	1	20	11	21	21	2	46	33	49	31	47	13	7	36	49	45	3	2	38	8	27	5	28	17	16	10	15	4	4	11	14	21	37	37
30	13	23	39	20	49	39	34	6	8	7	40	7	38	41	43	10	40	29	26	49	26	35	27	45	50	10	23	22	20	29	49	12	24	17	24	43	31	3	27	20	7	34	50	38	40	37	37	46	8	46	13	45	47	43	14	15	2	26	9	45	9	39	13	21	25	14	22	43	36	24	46	39	35	48	42	23	39	16	37
41	8	13	11	28	20	13	12	35	40	33	24	44	31	47	17	16	49	38	47	12	39	24	30	30	42	6	29	36	49	42	15	7	15	48	38	5	40	22	38	28	6	34	3	37	2	35	4	10	41	12	7	13	14	7	19	12	20	18	31	49	6	14	41	30	44	15	36	47	5	47	19	7	47	46	26	20	14	47	37
24	32	29	2	18	1	28	49	12	37	45	21	15	35	42	18	39	25	6	38	7	15	24	38	40	42	34	13	34	6	31	16	49	17	13	27	24	5	30	17	25	18	22	21	18	44	15	32	8	6	43	34	21	27	18	34	35	18	8	35	44	36	50	14	22	31	20	34	41	40	18	33	24	15	19	27	15	36	22	33
32	28	17	23	49	35	38	49	12	16	45	46	9	11	20	22	8	5	16	1	25	32	37	9	22	39	34	44	22	29	48	44	6	16	25	46	28	3	28	31	11	45	29	47	20	35	21	36	38	31	2	49	5	39	14	19	31	9	44	7	15	7	20	29	39	24	13	30	14	47	21	2	48	10	22	26	44	16	16	50
36	17	45	49	41	1	40	13	19	18	5	13	2	48	42	39	27	19	15	38	49	16	45	36	49	3	49	38	41	33	20	13	23	21	10	14	35	47	21	12	25	20	13	32	37	42	17	4	2	17	44	44	25	16	23	14	14	36	30	3	40	13	37	42	33	27	33	8	47	9	21	33	4	39	37	24	30	11	7	46
14	12	17	26	35	49	39	8	17	30	42	32	28	17	16	3	10	11	37	34	35	23	21	7	29	34	20	47	8	27	32	10	26	14	33	35	49	4	17	27	21	23	36	13	46	44	44	18	14	29	18	42	17	27	38	3	26	32	25	49	12	30	6	19	36	39	33	43	5	22	26	1	5	46	49	41	39	23	15	35
3	4	45	42	23	19	45	3	19	17	38	44	16	43	12	22	33	7	16	12	32	48	7	31	13	34	17	13	17	46	3	25	10	23	40	22	2	35	10	36	21	46	26	3	16	41	11	35	40	28	8	23	23	39	14	4	41	25	7	23	47	21	1	43	43	46	16	3	36	12	15	5	43	36	11	47	8	27	2	12
1	24	46	30	15	5	27	10	45	27	11	9	49	11	1	19	41	19	23	2	36	15	32	11	37	19	45	46	34	40	23	41	40	45	19	44	4	44	30	19	19	38	43	5	20	4	14	37	10	33	28	16	3	1	7	17	5	41	19	4	35	25	43	19	12	22	17	2	46	43	20	38	25	31	14	8	24	16	48	46
25	46	48	41	43	50	47	8	32	17	23	31	16	33	41	18	41	23	3	23	35	29	18	28	17	42	26	29	26	33	14	34	32	33	13	27	49	29	39	37	4	50	17	27	46	48	14	11	25	44	48	43	17	42	49	30	29	48	16	23	2	22	42	37	5	44	6	36	27	41	36	44	41	38	25	15	31	4	22	22
47	16	43	22	34	6	27	4	18	8	38	34	10	28	39	47	44	7	11	17	29	39	13	7	11	27	48	3	21	23	8	24	29	38	12	19	39	7	12	40	33	23	40	7	50	33	11	45	34	6	32	10	10	10	22	14	44	17	47	7	43	4	18	20	20	13	38	47	26	30	11	45	30	10	12	46	5	36	48	7
8	12	37	30	37	25	17	34	39	41	36	14	33	36	9	46	50	21	40	14	29	33	49	43	15	46	12	25	5	15	5	10	9	21	49	29	19	8	41	23	17	34	50	38	13	9	11	10	31	4	15	40	3	11	21	7	29	9	40	48	7	12	14	28	39	16	28	9	33	44	6	21	33	21	37	46	40	40	37	23
2	21	33	33	42	21	41	7	23	6	8	10	27	45	47	11	41	43	40	28	32	26	43	24	47	29	30	22	34	35	50	30	15	30	11	5	47	11	12	15	8	24	9	17	29	26	23	48	49	46	46	42	36	8	8	16	47	7	16	29	14	42	15	42	38	41	25	30	41	38	14	20	5	17	16	8	3	20	10	17
27	40	30	10	5	4	37	46	50	11	2	27	28	15	46	42	9	29	35	3	19	45	49	48	32	6	30	22	26	24	16	18	2	11	36	3	24	39	43	3	3	21	3	13	23	33	23	3	21	37	39	40	33	25	7	5	42	2	11	34	37	7	45	50	20	15	9	41	41	32	35	43	28	35	12	47	16	11	4	4
16	14	27	38	5	10	19	42	25	38	32	28	25	23	17	12	47	17	3	44	17	42	25	31	8	34	16	11	23	33	27	16	34	37	32	28	32	48	50	48	23	16	41	19	40	44	46	42	17	41	19	39	39	8	15	2	25	29	1	41	42	5	45	19	13	39	20	44	10	34	5	7	13	29	18	38	9	29	15	13
22	13	35	23	36	6	6	4	47	17	10	12	3	13	24	29	41	2	33	8	22	46	43	13	3	4	13	18	40	40	44	37	32	35	23	4	34	37	18	29	21	2	25	34	19	50	17	45	14	45	44	19	6	12	44	45	33	22	27	14	19	20	32	8	45	14	16	22	39	10	26	31	28	19	42	21	22	22	48	28
19	26	26	5	17	24	6	4	11	2	33	44	42	17	19	6	10	46	16	17	2	42	29	8	35	34	30	16	36	7	30	39	48	27	41	17	46	22	25	39	13	22	33	32	15	7	27	41	50	40	23	48	32	1	15	41	48	2	12	24	26	19	40	16	22	40	7	32	30	37	11	28	38	44	5	19	24	48	40	23
17	46	7	47	22	33	40	34	11	11	23	23	26	19	30	1	43	49	48	7	21	25	43	17	43	32	38	43	35	15	41	9	14	37	39	41	37	17	33	13	21	6	28	45	10	15	36	18	45	36	46	29	11	40	21	48	22	32	30	35	49	28	35	37	37	20	29	26	18	35	23	28	3	7	47	40	39	2	44	2
10	39	40	46	12	48	48	2	19	19	37	10	25	44	38	43	19	27	43	7	13	45	31	15	21	44	37	33	43	1	23	9	42	43	13	25	4	13	36	11	12	18	48	11	21	28	43	40	36	28	30	36	17	35	14	19	41	17	30	5	11	30	8	5	10	41	40	5	15	18	44	48	49	17	8	19	30	18	27	11
47	32	17	18	42	24	47	46	43	14	32	28	22	50	5	9	5	14	43	28	42	35	32	32	41	6	4	16	14	15	20	8	15	6	22	29	23	4	6	37	41	25	7	46	5	43	28	30	2	3	44	35	20	7	31	28	7	38	49	17	6	8	25	2	32	44	25	34	13	45	22	29	21	35	17	42	28	19	36	45
18	35	5	20	45	25	7	39	28	36	30	8	9	49	38	18	24	20	9	45	17	10	26	8	24	17	49	18	34	45	20	49	30	42	37	4	5	37	35	20	10	30	48	4	27	5	26	13	16	45	9	30	8	25	45	17	22	34	11	17	36	35	42	7	18	44	3	5	38	8	11	35	26	17	41	39	12	22	40	28
42	41	13	19	33	32	48	44	46	5	45	38	44	19	27	27	35	3	1	4	39	23	23	23	10	26	37	19	9	32	26	29	13	41	24	20	11	45	34	13	6	16	35	49	34	30	28	36	37	4	46	34	13	38	44	16	2	16	49	35	26	49	1	42	42	25	33	27	2	16	37	16	34	15	17	6	17	24	8	14
33	32	36	48	16	13	31	17	28	44	7	48	39	19	50	28	31	45	16	26	8	17	19	37	4	15	19	44	45	19	3	38	12	32	33	23	32	47	18	50	23	29	12	16	19	19	11	4	30	8	8	47	15	18	27	19	1	13	40	33	48	38	12	28	48	12	36	2	4	45	3	14	21	13	49	2	34	30	2	6
19	39	5	35	28	30	28	30	6	21	20	20	45	15	34	26	47	39	31	18	9	6	2	9	18	46	28	24	6	27	9	41	13	14	32	40	32	43	6	3	27	21	33	25	11	28	46	12	10	16	40	48	12	29	16	8	12	12	15	9	10	30	18	36	40	47	16	5	45	41	49	16	39	9	27	21	31	44	2	2
