N:	80
M:	2
L:	3
p1j:	73	34	70	39	1	70	89	61	41	65	94	2	59	16	25	16	26	6	62	52	60	74	49	14	89	54	49	95	9	2	46	52	88	39	49	9	87	12	54	71	22	67	90	53	76	29	86	57	27	69	95	29	59	71	61	69	64	70	75	11	25	46	3	19	92	19	51	39	84	34	79	86	77	12	2	34	47	40	9	70
p2j:	19	63	87	98	72	90	1	19	45	7	40	48	9	97	69	7	47	18	79	52	42	85	30	37	46	38	41	56	52	85	47	86	88	24	52	15	51	82	42	62	6	36	45	35	2	63	6	97	52	37	96	93	7	72	25	20	39	73	23	68	78	69	46	9	4	59	75	53	91	15	62	64	3	8	41	72	90	27	44	10
vl:	1.2	1	0.8
Conv_l:	1.16	1	0.69
IdleConv_i:	0.05	0.05
pi_i:	66	65
S1jk:
26	16	3	10	41	36	28	36	13	21	30	6	7	29	16	4	28	18	39	44	36	21	4	23	23	23	24	32	38	19	9	29	11	39	50	16	27	10	31	29	18	35	40	48	21	34	33	48	10	33	5	47	39	13	11	38	17	36	43	35	23	6	34	30	23	9	18	24	1	37	12	37	41	11	13	42	28	50	9	17
10	43	8	17	40	22	2	35	45	12	39	38	20	34	38	37	35	14	19	39	8	46	15	13	14	37	33	8	12	27	22	18	39	44	24	20	25	47	6	10	29	5	37	23	21	44	15	7	40	50	4	18	22	49	23	28	45	41	44	9	26	5	5	44	23	3	39	45	27	43	24	7	20	30	39	20	5	41	27	6
37	12	37	7	3	21	38	12	8	39	48	11	19	45	12	43	47	49	29	14	19	39	44	45	17	11	23	12	42	33	10	48	24	41	13	22	44	21	14	44	31	14	47	2	34	44	30	8	4	25	42	22	31	11	14	24	8	48	33	9	12	36	45	31	35	10	27	30	46	4	20	41	22	48	11	14	30	27	5	12
24	42	9	31	22	13	26	33	41	30	36	8	10	8	18	13	30	24	8	14	8	5	45	29	42	36	42	14	31	17	32	41	19	33	14	42	30	33	14	42	31	23	37	14	17	15	5	8	1	39	29	15	6	38	24	40	12	31	39	26	14	32	7	37	47	33	21	14	49	48	24	15	13	43	17	46	21	39	30	13
4	12	17	43	17	49	14	38	33	13	10	2	27	24	27	7	23	29	6	34	33	3	28	2	23	46	9	8	6	39	23	42	16	40	6	31	9	42	47	17	50	19	7	20	15	40	23	45	12	8	21	15	45	21	5	12	19	5	46	42	4	10	30	1	49	8	41	44	17	42	21	19	18	15	39	11	10	29	30	28
1	31	29	11	46	21	17	40	1	42	14	29	13	12	29	13	44	30	12	46	42	42	8	26	48	6	34	44	8	19	21	34	43	45	40	2	30	39	31	7	18	38	31	35	12	20	15	24	49	18	9	9	12	17	21	38	3	2	42	47	42	11	19	28	29	50	10	7	8	30	39	8	41	37	18	50	7	13	33	43
23	18	26	42	28	37	7	16	5	26	23	28	31	11	37	2	16	45	32	5	40	12	39	43	18	43	37	36	29	46	22	32	43	38	32	8	32	30	3	20	44	18	34	25	7	45	4	15	15	32	30	49	17	25	29	23	32	37	30	34	48	26	14	31	50	31	23	36	20	46	42	15	46	20	17	50	12	2	27	4
19	38	35	6	28	36	38	11	47	34	32	27	15	29	18	9	14	17	39	38	20	19	10	48	34	45	30	45	27	15	34	16	8	6	9	17	19	10	29	14	37	21	48	22	19	17	8	15	31	46	36	40	50	43	25	28	24	14	25	4	33	5	12	7	38	26	26	37	3	12	27	41	7	6	46	35	41	2	49	9
18	9	45	15	8	3	19	46	18	16	29	43	29	21	5	33	3	15	15	31	38	48	46	39	37	12	22	23	6	27	13	5	5	27	2	11	21	9	12	19	35	19	19	30	17	11	14	39	17	3	18	25	37	35	45	5	2	21	47	21	36	11	22	40	47	27	31	11	18	2	16	16	23	32	48	34	6	36	10	11
46	28	8	23	25	31	7	6	37	25	7	39	18	43	15	21	42	32	3	47	3	19	16	21	39	41	7	25	27	49	29	47	1	16	9	8	19	24	46	48	16	44	18	23	30	11	1	39	1	49	39	47	40	5	19	22	38	21	38	30	15	35	23	48	47	9	45	8	42	13	16	24	45	44	16	25	35	24	16	27
27	41	44	10	34	5	34	32	10	11	14	50	20	21	23	34	21	10	48	22	25	32	41	34	27	36	30	27	11	17	47	7	4	37	32	15	49	23	45	50	4	46	43	34	46	41	21	41	44	23	8	12	20	50	14	31	21	18	31	37	17	35	30	20	30	18	12	41	49	27	2	48	50	12	30	44	16	32	36	24
29	30	7	47	40	8	36	33	3	44	47	8	13	16	29	32	17	26	30	14	13	39	48	35	38	44	29	25	30	43	6	30	36	44	18	23	15	41	46	21	28	40	40	12	40	46	18	36	38	32	29	16	37	25	43	28	17	5	4	8	46	43	1	22	4	44	40	22	8	37	17	29	32	41	9	6	9	2	45	38
13	33	11	40	28	42	42	13	15	41	19	34	27	30	10	45	8	18	27	27	6	48	29	41	12	15	1	6	19	30	23	5	35	33	8	44	34	42	24	31	39	43	10	26	30	46	13	40	15	41	30	31	47	8	19	3	46	14	28	13	46	31	13	19	10	11	42	50	47	13	32	8	16	29	34	36	34	15	26	46
27	39	40	8	26	41	8	19	41	30	13	25	33	42	34	15	27	16	23	16	16	14	46	27	38	23	49	36	32	7	13	6	34	7	8	42	23	35	10	13	13	45	35	9	36	25	17	48	19	35	44	29	3	42	5	7	30	6	9	7	28	4	27	22	16	17	2	4	42	35	12	5	44	39	17	47	25	40	8	10
18	27	20	11	27	18	39	1	40	10	49	7	20	39	19	19	20	19	21	41	35	24	10	37	19	36	9	22	32	30	1	43	48	34	33	7	42	37	28	44	24	35	4	20	8	9	15	38	28	45	31	29	40	34	40	42	45	39	8	40	40	11	28	45	45	4	13	24	13	16	50	7	38	44	30	49	3	38	2	41
33	21	30	45	33	14	48	16	34	32	19	8	43	23	5	42	43	15	29	41	12	21	43	42	30	46	8	8	28	20	11	47	34	22	49	35	10	7	49	24	2	9	11	29	18	5	23	34	45	49	28	49	21	26	42	33	1	4	23	21	26	35	43	26	48	14	43	2	5	25	30	39	5	47	24	24	49	36	12	29
3	33	2	26	18	20	22	2	31	4	42	16	5	31	43	30	16	28	34	14	46	12	23	39	31	14	14	38	40	34	27	9	27	30	11	33	50	2	39	24	2	3	12	23	4	9	20	32	1	14	42	30	17	41	16	21	25	31	4	30	18	30	29	26	4	42	29	10	13	28	11	3	17	7	31	16	23	12	40	49
46	22	31	16	36	19	25	9	26	36	48	34	12	14	29	28	15	30	27	24	27	4	15	39	16	32	38	37	2	21	3	10	26	21	43	35	47	23	19	10	17	35	14	38	23	6	4	2	45	10	3	3	15	18	21	7	34	35	49	12	5	29	31	36	4	39	34	8	36	1	47	44	6	46	6	20	11	16	16	11
13	9	40	26	41	25	21	23	15	6	42	23	29	6	42	20	2	41	10	45	40	13	27	20	45	3	5	27	6	17	36	2	13	21	14	39	6	36	20	8	20	49	33	16	26	27	5	15	35	39	25	33	8	46	18	38	31	4	31	7	48	28	42	6	14	7	32	4	32	32	6	46	20	24	21	13	24	14	44	32
37	39	17	19	18	37	18	40	27	32	49	23	42	8	26	45	1	43	32	12	12	29	12	21	27	16	32	25	28	48	16	16	42	50	28	47	33	12	33	18	48	25	39	26	46	33	39	19	4	49	20	23	49	4	4	6	16	28	34	47	48	15	5	29	13	50	1	36	25	4	18	31	15	3	9	30	12	6	15	28
2	20	42	33	11	25	48	45	47	21	34	23	1	6	17	11	19	8	43	31	48	29	30	7	8	42	48	6	33	38	27	22	46	24	35	39	9	3	32	8	1	21	4	26	21	45	11	47	29	44	32	27	28	42	29	17	14	15	9	32	11	7	39	26	13	31	27	8	31	11	10	45	49	2	1	10	37	1	28	34
37	13	9	7	45	47	16	15	20	9	24	26	34	5	34	15	32	44	4	29	16	20	19	12	3	24	7	4	22	48	42	27	47	9	49	10	42	4	40	36	38	14	43	33	34	42	41	3	19	33	20	18	40	18	19	22	24	13	39	9	5	46	44	33	21	6	25	18	34	37	4	18	40	8	33	5	44	35	10	9
23	32	19	27	46	38	15	49	42	42	17	19	9	9	34	24	14	27	48	18	40	31	45	33	29	38	9	45	16	40	12	31	42	15	3	10	5	15	42	8	23	27	1	19	47	49	5	4	34	18	44	46	22	2	11	31	26	29	1	21	8	7	6	26	22	19	9	3	2	49	21	37	16	27	23	29	6	37	35	38
25	5	45	38	13	25	38	33	46	19	9	6	18	23	44	6	28	13	17	37	24	32	49	16	16	32	46	40	14	43	45	28	14	43	11	9	12	9	41	20	34	8	33	24	5	38	41	22	2	43	27	37	24	23	6	4	6	16	43	29	19	28	19	23	29	15	35	49	4	34	16	34	32	24	18	20	50	47	16	2
29	21	42	27	6	39	7	10	27	45	29	11	10	15	10	9	49	24	25	6	39	12	3	45	41	30	31	32	48	45	6	50	6	42	48	23	4	8	10	11	1	28	5	16	2	29	40	43	21	28	21	13	39	8	18	8	50	25	50	13	25	45	2	42	49	25	32	11	8	33	4	7	2	47	45	36	10	10	14	47
37	40	9	32	19	10	20	26	8	43	49	18	5	19	6	17	13	17	34	26	31	6	43	42	8	18	4	28	11	10	40	22	11	13	41	28	26	18	19	35	23	25	46	19	20	15	47	38	47	15	49	4	36	2	17	22	37	19	23	46	4	13	33	39	2	3	49	46	31	4	25	22	31	9	11	15	11	35	9	2
31	10	17	29	32	31	35	12	41	9	7	7	7	35	11	10	11	2	49	4	20	8	33	38	28	3	41	24	17	45	45	2	8	17	46	42	31	7	33	24	43	14	14	43	36	44	45	39	43	9	47	38	38	34	37	8	5	48	3	47	10	20	11	19	46	32	14	39	46	23	3	44	6	4	40	22	4	22	38	14
48	27	45	5	28	44	21	20	26	9	38	14	7	21	25	11	30	39	12	7	46	18	24	47	3	44	17	49	22	25	11	11	46	21	37	9	23	40	5	6	6	11	8	35	36	10	24	34	2	3	1	39	24	29	45	45	39	50	35	10	38	37	28	23	18	43	7	23	45	35	8	30	2	25	8	28	14	15	3	15
18	22	26	27	35	7	35	8	48	35	2	11	19	6	1	14	47	36	34	31	27	5	40	23	42	34	15	43	19	41	1	23	47	10	30	9	41	4	31	43	40	11	33	20	26	34	32	35	46	30	47	25	43	48	4	9	11	9	28	25	13	4	32	18	38	21	24	1	50	49	44	45	8	37	12	36	12	35	23	15
28	21	18	44	20	36	11	11	17	5	1	11	31	8	47	13	28	46	39	38	11	32	34	11	42	18	41	20	40	22	7	27	12	21	33	7	29	11	25	17	34	21	6	33	41	41	7	4	44	12	29	8	10	44	24	6	43	40	12	48	18	23	48	22	9	39	4	30	41	42	42	13	31	23	1	36	21	3	22	9
32	27	29	19	14	49	35	23	43	5	27	34	23	15	16	21	30	39	10	28	36	36	50	21	27	6	35	23	44	21	26	14	29	7	18	36	12	45	48	26	35	49	12	18	13	42	10	45	1	27	2	20	36	21	15	17	16	2	18	2	19	43	49	7	31	13	11	33	35	30	5	16	43	35	3	48	18	47	24	40
29	37	24	27	22	28	8	26	44	30	6	25	27	14	22	28	41	17	10	6	27	35	29	13	49	10	15	7	25	25	47	42	13	5	3	6	44	13	39	42	34	9	40	13	9	31	1	38	20	36	25	14	21	33	2	28	15	28	2	15	26	50	39	10	26	41	14	41	3	15	32	38	48	3	16	28	32	33	1	6
17	15	12	36	24	48	35	10	10	38	38	8	50	28	8	19	24	49	11	7	22	14	13	3	13	13	44	12	33	25	15	45	31	7	40	19	19	32	34	28	41	2	37	40	10	28	31	9	48	50	28	27	34	45	11	34	20	45	2	20	13	7	48	9	21	43	39	35	2	48	21	20	35	34	13	34	42	46	8	38
31	16	12	32	27	1	5	8	22	30	11	19	26	28	25	8	21	12	11	16	29	4	3	28	46	21	3	12	39	12	28	41	34	14	36	40	20	13	19	48	4	46	18	9	15	17	32	47	46	20	27	26	43	42	36	21	7	46	19	39	10	36	42	15	34	29	47	27	7	44	20	47	47	46	26	32	49	3	6	49
27	15	13	18	21	7	46	22	40	12	49	32	2	15	33	37	37	43	30	46	44	5	14	15	44	50	22	3	23	34	11	13	44	47	37	16	8	13	3	45	39	13	9	7	37	8	24	45	7	14	6	34	10	20	31	49	19	39	21	33	14	33	42	17	37	22	47	5	24	36	24	34	11	43	42	18	3	25	9	20
17	20	11	3	42	48	8	10	40	27	28	25	14	4	30	50	42	36	39	25	25	1	22	11	4	38	29	15	45	48	34	33	17	50	36	22	10	4	27	43	26	17	30	34	42	16	47	7	36	45	11	2	29	14	16	5	12	44	15	11	28	7	12	17	22	34	18	8	9	12	11	45	11	27	12	22	11	41	20	41
